TRIP ID,START TIME,STOP TIME,BIKE ID,TRIP DURATION,FROM STATION ID,FROM STATION NAME,TO STATION ID,TO STATION NAME,USER TYPE,GENDER,BIRTH YEAR,FROM LATITUDE,FROM LONGITUDE,FROM LOCATION,TO LATITUDE,TO LONGITUDE,TO LOCATION
25962561,12/31/2019 06:11:19 PM,12/31/2019 06:18:39 PM,944,440,123,California Ave & Milwaukee Ave,511,Albany Ave & Bloomingdale Ave,Subscriber,,1976,41.922695,-87.697153,POINT (-87.697153 41.922695),41.914026713,-87.705126462,POINT (-87.705126462 41.91402671273)
25962560,12/31/2019 06:11:09 PM,12/31/2019 06:17:46 PM,86,396,195,Columbus Dr & Randolph St,24,Fairbanks Ct & Grand Ave,Subscriber,Male,1981,41.884728,-87.619521,POINT (-87.619521 41.884728),41.8925,-87.6207,POINT (-87.6207 41.8925)
25962559,12/31/2019 06:10:44 PM,12/31/2019 06:13:59 PM,4200,195,210,Ashland Ave & Division St,657,Wood St & Augusta Blvd,Subscriber,Male,1990,41.90345,-87.667747,POINT (-87.667747 41.90345),41.899181,-87.6722,POINT (-87.6722 41.899181)
25962557,12/31/2019 06:10:04 PM,12/31/2019 06:24:39 PM,5338,875,56,Desplaines St & Kinzie St,210,Ashland Ave & Division St,Subscriber,Male,1972,41.888716036,-87.644447853,POINT (-87.6444478533 41.888716036),41.90345,-87.667747,POINT (-87.667747 41.90345)
25962554,12/31/2019 06:09:33 PM,12/31/2019 06:18:51 PM,1727,558,84,Milwaukee Ave & Grand Ave,236,Sedgwick St & Schiller St,Subscriber,Male,1985,41.891578,-87.648384,POINT (-87.648384 41.891578),41.907626,-87.638566,POINT (-87.638566 41.907626)
25962553,12/31/2019 06:08:34 PM,12/31/2019 06:17:13 PM,281,519,43,Michigan Ave & Washington St,174,Canal St & Madison St,Subscriber,Male,1965,41.883984065,-87.624683976,POINT (-87.624683976173 41.883984064727),41.882091,-87.639833,POINT (-87.639833 41.882091)
25962552,12/31/2019 06:08:11 PM,12/31/2019 06:17:58 PM,4347,587,321,Wabash Ave & 9th St,42,Wabash Ave & Cermak Rd,Subscriber,Male,1982,41.870769,-87.625734,POINT (-87.625734 41.870769),41.852619,-87.626488,POINT (-87.626488 41.852619)
25962551,12/31/2019 06:08:05 PM,12/31/2019 06:26:27 PM,4332,1101,77,Clinton St & Madison St,24,Fairbanks Ct & Grand Ave,Subscriber,Female,1990,41.882242,-87.641066,POINT (-87.641066 41.882242),41.8925,-87.6207,POINT (-87.6207 41.8925)
25962550,12/31/2019 06:07:32 PM,12/31/2019 06:10:25 PM,1751,172,195,Columbus Dr & Randolph St,44,State St & Randolph St,Subscriber,Male,1987,41.884728,-87.619521,POINT (-87.619521 41.884728),41.884730201,-87.627733569,POINT (-87.6277335692 41.8847302006)
25962549,12/31/2019 06:07:19 PM,12/31/2019 06:18:27 PM,1470,668,359,Larrabee St & Division St,56,Desplaines St & Kinzie St,Subscriber,Female,1989,41.90348607,-87.643353494,POINT (-87.6433534936 41.90348607004),41.888716036,-87.644447853,POINT (-87.6444478533 41.888716036)
25962548,12/31/2019 06:07:06 PM,12/31/2019 06:14:41 PM,4132,454,67,Sheffield Ave & Fullerton Ave,166,Ashland Ave & Wrightwood Ave,Subscriber,Female,1988,41.925601882,-87.653708042,POINT (-87.6537080423 41.9256018819),41.92883,-87.668507,POINT (-87.668507 41.92883)
25962547,12/31/2019 06:06:30 PM,12/31/2019 06:22:13 PM,5464,942,134,Peoria St & Jackson Blvd,52,Michigan Ave & Lake St,Subscriber,Male,1992,41.877641596,-87.649617791,POINT (-87.649617791176 41.877641596275),41.886024,-87.624117,POINT (-87.624117 41.886024)
25962546,12/31/2019 06:05:06 PM,12/31/2019 06:12:48 PM,453,461,125,Rush St & Hubbard St,50,Clark St & Ida B Wells Dr,Subscriber,Male,1986,41.890173,-87.626185,POINT (-87.626185 41.890173),41.875932666,-87.630584536,POINT (-87.6305845355 41.8759326655)
25962545,12/31/2019 06:04:09 PM,12/31/2019 06:07:02 PM,815,172,31,Franklin St & Chicago Ave,182,Wells St & Elm St,Subscriber,Male,1995,41.896746973,-87.635667622,POINT (-87.635667622089 41.896746973094),41.903222,-87.634324,POINT (-87.634324 41.903222)
25962544,12/31/2019 06:03:17 PM,12/31/2019 06:07:03 PM,939,225,364,Larrabee St & Oak St,182,Wells St & Elm St,Subscriber,Male,1989,41.900219493,-87.642985468,POINT (-87.6429854676 41.90021949323),41.903222,-87.634324,POINT (-87.634324 41.903222)
25962543,12/31/2019 06:03:04 PM,12/31/2019 06:11:06 PM,4666,481,44,State St & Randolph St,140,Dearborn Pkwy & Delaware Pl,Subscriber,Male,1981,41.884730201,-87.627733569,POINT (-87.6277335692 41.8847302006),41.898969,-87.629912,POINT (-87.629912 41.898969)
25962542,12/31/2019 06:02:22 PM,12/31/2019 06:05:53 PM,5523,211,345,Lake Park Ave & 56th St,425,Harper Ave & 59th St,Subscriber,Male,1977,41.793242,-87.587782,POINT (-87.587782 41.793242),41.787942813,-87.58831517,POINT (-87.5883151702 41.78794281287)
25962541,12/31/2019 06:01:27 PM,12/31/2019 06:04:43 PM,6035,196,140,Dearborn Pkwy & Delaware Pl,110,Dearborn St & Erie St,Subscriber,Male,1991,41.898969,-87.629912,POINT (-87.629912 41.898969),41.893992,-87.629318,POINT (-87.629318 41.893992)
25962540,12/31/2019 06:01:08 PM,12/31/2019 06:13:49 PM,5110,761,49,Dearborn St & Monroe St,72,Wabash Ave & 16th St,Subscriber,Female,1995,41.881319815,-87.629520919,POINT (-87.6295209193 41.881319815),41.860384,-87.625813,POINT (-87.625813 41.860384)
25962539,12/31/2019 06:00:35 PM,12/31/2019 06:06:44 PM,6471,369,59,Wabash Ave & Roosevelt Rd,42,Wabash Ave & Cermak Rd,Subscriber,Male,1979,41.867227,-87.625961,POINT (-87.625961 41.867227),41.852619,-87.626488,POINT (-87.626488 41.852619)
25962537,12/31/2019 06:00:28 PM,12/31/2019 06:04:23 PM,5176,235,176,Clark St & Elm St,337,Clark St & Chicago Ave,Subscriber,Male,1981,41.902973,-87.63128,POINT (-87.63128 41.902973),41.89675,-87.63089,POINT (-87.63089 41.89675)
25962536,12/31/2019 06:00:17 PM,12/31/2019 06:08:20 PM,1902,483,302,Sheffield Ave & Wrightwood Ave,113,Bissell St & Armitage Ave,Subscriber,Female,1996,41.928712,-87.653833,POINT (-87.653833 41.928712),41.91844,-87.65222,POINT (-87.65222 41.91844)
25962535,12/31/2019 06:00:09 PM,12/31/2019 06:07:24 PM,5295,435,331,Halsted St & Clybourn Ave,94,Clark St & Armitage Ave,Subscriber,Male,1989,41.909668,-87.648128,POINT (-87.648128 41.909668),41.918306,-87.636282,POINT (-87.636282 41.918306)
25962532,12/31/2019 05:59:26 PM,12/31/2019 06:09:24 PM,1747,598,52,Michigan Ave & Lake St,198,Green St & Madison St,Subscriber,Male,1993,41.886024,-87.624117,POINT (-87.624117 41.886024),41.881892,-87.648789,POINT (-87.648789 41.881892)
25962530,12/31/2019 05:58:53 PM,12/31/2019 06:02:17 PM,2150,204,133,Kingsbury St & Kinzie St,38,Clark St & Lake St,Subscriber,Male,1993,41.889176833,-87.638505772,POINT (-87.6385057718 41.88917683258),41.886020828,-87.630876058,POINT (-87.6308760584 41.88602082773)
25962529,12/31/2019 05:56:48 PM,12/31/2019 06:13:21 PM,3475,993,40,LaSalle St & Adams St,176,Clark St & Elm St,Subscriber,Male,1987,41.879344373,-87.631985221,POINT (-87.6319852213 41.87934437346),41.902973,-87.63128,POINT (-87.63128 41.902973)
25962528,12/31/2019 05:56:36 PM,12/31/2019 06:00:55 PM,1558,259,84,Milwaukee Ave & Grand Ave,96,Desplaines St & Randolph St,Subscriber,Male,1993,41.891578,-87.648384,POINT (-87.648384 41.891578),41.88461619,-87.644570585,POINT (-87.6445705849 41.88461618962)
25962527,12/31/2019 05:56:36 PM,12/31/2019 06:01:31 PM,3869,294,502,California Ave & Altgeld St,260,Kedzie Ave & Milwaukee Ave,Subscriber,Male,1972,41.92669,-87.697668,POINT (-87.697668 41.92669),41.929567,-87.707857,POINT (-87.707857 41.929567)
25962526,12/31/2019 05:56:17 PM,12/31/2019 06:02:30 PM,6315,372,117,Wilton Ave & Belmont Ave,256,Broadway & Sheridan Rd,Subscriber,Male,1990,41.94018,-87.65304,POINT (-87.65304 41.94018),41.952833,-87.649993,POINT (-87.649993 41.952833)
25962523,12/31/2019 05:55:58 PM,12/31/2019 05:59:05 PM,398,187,117,Wilton Ave & Belmont Ave,296,Broadway & Belmont Ave,Subscriber,Female,1992,41.94018,-87.65304,POINT (-87.65304 41.94018),41.940106,-87.645451,POINT (-87.645451 41.940106)
25962522,12/31/2019 05:55:54 PM,12/31/2019 06:07:23 PM,2041,689,116,Western Ave & Winnebago Ave,224,Halsted St & Willow St,Subscriber,Female,1957,41.91552,-87.687022,POINT (-87.687022 41.91552),41.913865,-87.648755,POINT (-87.648755 41.913865)
25962520,12/31/2019 05:55:26 PM,12/31/2019 06:03:16 PM,5192,470,71,Morgan St & Lake St,277,Ashland Ave & Grand Ave,Subscriber,Male,1990,41.885483308,-87.652304856,POINT (-87.6523048564 41.8854833079),41.891072,-87.666611,POINT (-87.666611 41.891072)
25962518,12/31/2019 05:54:09 PM,12/31/2019 06:06:02 PM,3213,712,212,Wells St & Hubbard St,277,Ashland Ave & Grand Ave,Subscriber,Male,1983,41.889906,-87.634266,POINT (-87.634266 41.889906),41.891072,-87.666611,POINT (-87.666611 41.891072)
25962517,12/31/2019 05:54:03 PM,12/31/2019 05:57:36 PM,6185,213,294,Broadway & Berwyn Ave,463,Clark St & Berwyn Ave,Subscriber,Male,1986,41.978353,-87.659753,POINT (-87.659753 41.978353),41.977996654,-87.668047105,POINT (-87.6680471047 41.9779966544)
25962516,12/31/2019 05:53:37 PM,12/31/2019 06:08:02 PM,2244,865,503,Drake Ave & Fullerton Ave,500,Central Park Ave & Elbridge Ave,Subscriber,Male,1984,41.924398819,-87.715441036,POINT (-87.7154410355 41.924398819),41.935337283,-87.716889294,POINT (-87.7168892935 41.93533728263)
25962515,12/31/2019 05:52:48 PM,12/31/2019 06:34:43 PM,1612,2515,287,Franklin St & Monroe St,300,Broadway & Barry Ave,Subscriber,Male,1993,41.880317,-87.635185,POINT (-87.635185 41.880317),41.937725,-87.644095,POINT (-87.644095 41.937725)
25962514,12/31/2019 05:52:16 PM,12/31/2019 06:03:01 PM,1403,645,196,Cityfront Plaza Dr & Pioneer Ct,291,Wells St & Evergreen Ave,Subscriber,Male,1964,41.890573,-87.622072,POINT (-87.622072 41.890573),41.906724,-87.63483,POINT (-87.63483 41.906724)
25962513,12/31/2019 05:52:02 PM,12/31/2019 05:59:04 PM,4280,421,322,Kimbark Ave & 53rd St,420,Ellis Ave & 55th St,Subscriber,Female,1985,41.799568,-87.594747,POINT (-87.594747 41.799568),41.794300621,-87.601449773,POINT (-87.6014497734 41.79430062054)
25962509,12/31/2019 05:51:04 PM,12/31/2019 06:28:13 PM,3571,2228,191,Canal St & Monroe St,67,Sheffield Ave & Fullerton Ave,Subscriber,Female,1958,41.88169,-87.63953,POINT (-87.63953 41.88169),41.925601882,-87.653708042,POINT (-87.6537080423 41.9256018819)
25962508,12/31/2019 05:50:50 PM,12/31/2019 05:57:08 PM,5986,377,117,Wilton Ave & Belmont Ave,240,Sheridan Rd & Irving Park Rd,Subscriber,Female,1991,41.94018,-87.65304,POINT (-87.65304 41.94018),41.954245,-87.654406,POINT (-87.654406 41.954245)
25962507,12/31/2019 05:50:32 PM,12/31/2019 05:57:25 PM,2858,412,260,Kedzie Ave & Milwaukee Ave,506,Spaulding Ave & Armitage Ave,Subscriber,Male,1962,41.929567,-87.707857,POINT (-87.707857 41.929567),41.917108035,-87.710220963,POINT (-87.710220962763 41.917108034789)
25962505,12/31/2019 05:50:29 PM,12/31/2019 05:57:04 PM,363,394,117,Wilton Ave & Belmont Ave,240,Sheridan Rd & Irving Park Rd,Subscriber,Male,1988,41.94018,-87.65304,POINT (-87.65304 41.94018),41.954245,-87.654406,POINT (-87.654406 41.954245)
25962504,12/31/2019 05:50:27 PM,12/31/2019 05:53:49 PM,4497,202,520,Greenview Ave & Jarvis Ave,523,Eastlake Ter & Rogers Ave,Subscriber,Male,1961,42.015962,-87.66857,POINT (-87.66857 42.015962),42.020853406,-87.665033787,POINT (-87.665033787489 42.020853406051)
25962502,12/31/2019 05:50:09 PM,12/31/2019 05:57:16 PM,2084,426,117,Wilton Ave & Belmont Ave,240,Sheridan Rd & Irving Park Rd,Subscriber,Male,1991,41.94018,-87.65304,POINT (-87.65304 41.94018),41.954245,-87.654406,POINT (-87.654406 41.954245)
25962501,12/31/2019 05:48:51 PM,12/31/2019 05:51:58 PM,1842,187,140,Dearborn Pkwy & Delaware Pl,176,Clark St & Elm St,Subscriber,Male,1981,41.898969,-87.629912,POINT (-87.629912 41.898969),41.902973,-87.63128,POINT (-87.63128 41.902973)
25962500,12/31/2019 05:46:08 PM,12/31/2019 06:06:50 PM,4651,1242,321,Wabash Ave & 9th St,176,Clark St & Elm St,Subscriber,Female,1990,41.870769,-87.625734,POINT (-87.625734 41.870769),41.902973,-87.63128,POINT (-87.63128 41.902973)
25962499,12/31/2019 05:45:47 PM,12/31/2019 05:47:52 PM,1697,124,87,Racine Ave & Fullerton Ave,67,Sheffield Ave & Fullerton Ave,Subscriber,Male,1991,41.92556258,-87.65840426,POINT (-87.65840426 41.92556258),41.925601882,-87.653708042,POINT (-87.6537080423 41.9256018819)
25962498,12/31/2019 05:45:46 PM,12/31/2019 05:51:43 PM,6261,356,319,Greenview Ave & Diversey Pkwy,13,Wilton Ave & Diversey Pkwy,Subscriber,Male,1991,41.932589634,-87.665936351,POINT (-87.665936350822 41.932589634298),41.932418,-87.652705,POINT (-87.652705 41.932418)
25962497,12/31/2019 05:45:40 PM,12/31/2019 06:13:39 PM,6097,1679,313,Lakeview Ave & Fullerton Pkwy,53,Wells St & Huron St,Subscriber,Male,1987,41.925858,-87.638973,POINT (-87.638973 41.925858),41.894722,-87.634362,POINT (-87.634362 41.894722)
25962496,12/31/2019 05:45:08 PM,12/31/2019 05:52:20 PM,3475,432,41,Federal St & Polk St,40,LaSalle St & Adams St,Subscriber,Male,1987,41.872077633,-87.629543773,POINT (-87.6295437729 41.87207763285),41.879344373,-87.631985221,POINT (-87.6319852213 41.87934437346)
25962495,12/31/2019 05:44:49 PM,12/31/2019 05:55:51 PM,1158,662,21,Aberdeen St & Jackson Blvd,129,Blue Island Ave & 18th St,Subscriber,Male,1995,41.87772613,-87.65478743,POINT (-87.65478743 41.87772613),41.857556,-87.661535,POINT (-87.661535 41.857556)
25962494,12/31/2019 05:43:48 PM,12/31/2019 05:55:59 PM,4068,730,134,Peoria St & Jackson Blvd,261,Hermitage Ave & Polk St,Subscriber,Female,1992,41.877641596,-87.649617791,POINT (-87.649617791176 41.877641596275),41.871514,-87.669886,POINT (-87.669886 41.871514)
25962493,12/31/2019 05:43:47 PM,12/31/2019 05:47:17 PM,5712,210,309,Leavitt St & Armitage Ave,158,Milwaukee Ave & Wabansia Ave,Subscriber,Male,1988,41.917805,-87.682437,POINT (-87.682437 41.917805),41.912616,-87.681391,POINT (-87.681391 41.912616)
25962492,12/31/2019 05:43:09 PM,12/31/2019 05:47:22 PM,4235,253,47,State St & Kinzie St,38,Clark St & Lake St,Subscriber,,1976,41.889187,-87.627754,POINT (-87.627754 41.889187),41.886020828,-87.630876058,POINT (-87.6308760584 41.88602082773)
25962491,12/31/2019 05:42:48 PM,12/31/2019 05:49:39 PM,5836,410,22,May St & Taylor St,55,Halsted St & Roosevelt Rd,Subscriber,Male,1998,41.8694821,-87.6554864,POINT (-87.6554864 41.8694821),41.867324,-87.648625,POINT (-87.648625 41.867324)
25962490,12/31/2019 05:42:39 PM,12/31/2019 05:48:40 PM,3260,361,254,Pine Grove Ave & Irving Park Rd,334,Lake Shore Dr & Belmont Ave,Subscriber,Male,1992,41.954383,-87.648043,POINT (-87.648043 41.954383),41.940775,-87.639192,POINT (-87.639192 41.940775)
25962488,12/31/2019 05:42:26 PM,12/31/2019 05:47:21 PM,4359,294,110,Dearborn St & Erie St,74,Kingsbury St & Erie St,Subscriber,Male,1987,41.893992,-87.629318,POINT (-87.629318 41.893992),41.893808056,-87.641697228,POINT (-87.641697227955 41.893808056244)
25962489,12/31/2019 05:42:25 PM,12/31/2019 05:59:34 PM,112,1029,429,Cottage Grove Ave & 67th St,270,Stony Island Ave & 75th St,Subscriber,Female,2001,41.773720952,-87.60563486,POINT (-87.60563486 41.77372095205),41.75866967,-87.586882871,POINT (-87.586882871 41.7586696704)
25962487,12/31/2019 05:42:02 PM,12/31/2019 05:59:38 PM,6236,1055,117,Wilton Ave & Belmont Ave,61,Wood St & Milwaukee Ave,Subscriber,Male,1993,41.94018,-87.65304,POINT (-87.65304 41.94018),41.907655,-87.672552,POINT (-87.672552 41.907655)
25962486,12/31/2019 05:40:59 PM,12/31/2019 06:13:02 PM,3036,1923,51,Clark St & Randolph St,303,Broadway & Cornelia Ave,Subscriber,Male,1982,41.884576228,-87.63188991,POINT (-87.63188991 41.884576228),41.945529,-87.646439,POINT (-87.646439 41.945529)
25962485,12/31/2019 05:38:37 PM,12/31/2019 05:45:10 PM,2462,393,106,State St & Pearson St,301,Clark St & Schiller St,Subscriber,Male,1972,41.897448,-87.628722,POINT (-87.628722 41.897448),41.907993,-87.631501,POINT (-87.631501 41.907993)
25962484,12/31/2019 05:38:31 PM,12/31/2019 05:48:31 PM,3944,599,75,Canal St & Jackson Blvd,394,Clark St & 9th St (AMLI),Subscriber,Male,1995,41.877245,-87.639366,POINT (-87.639366 41.877245),41.870816,-87.631246,POINT (-87.631246 41.870816)
25962483,12/31/2019 05:37:59 PM,12/31/2019 05:41:07 PM,5523,188,425,Harper Ave & 59th St,345,Lake Park Ave & 56th St,Subscriber,Male,1977,41.787942813,-87.58831517,POINT (-87.5883151702 41.78794281287),41.793242,-87.587782,POINT (-87.587782 41.793242)
25962482,12/31/2019 05:37:33 PM,12/31/2019 05:42:01 PM,840,267,59,Wabash Ave & Roosevelt Rd,72,Wabash Ave & 16th St,Subscriber,Male,1954,41.867227,-87.625961,POINT (-87.625961 41.867227),41.860384,-87.625813,POINT (-87.625813 41.860384)
25962481,12/31/2019 05:37:31 PM,12/31/2019 05:43:56 PM,6019,384,108,Halsted St & Polk St,198,Green St & Madison St,Subscriber,Male,1992,41.87184,-87.64664,POINT (-87.64664 41.87184),41.881892,-87.648789,POINT (-87.648789 41.881892)
25962480,12/31/2019 05:36:12 PM,12/31/2019 05:41:01 PM,5877,288,260,Kedzie Ave & Milwaukee Ave,123,California Ave & Milwaukee Ave,Subscriber,Male,1972,41.929567,-87.707857,POINT (-87.707857 41.929567),41.922695,-87.697153,POINT (-87.697153 41.922695)
25962479,12/31/2019 05:35:04 PM,12/31/2019 06:07:14 PM,4328,1930,60,Dayton St & North Ave,315,Elston Ave & Wabansia Ave,Subscriber,Male,1964,41.910578035,-87.649421929,POINT (-87.6494219288 41.9105780349),41.912919,-87.664169,POINT (-87.664169 41.912919)
25962478,12/31/2019 05:34:17 PM,12/31/2019 05:38:49 PM,6023,272,39,Wabash Ave & Adams St,321,Wabash Ave & 9th St,Subscriber,Male,1969,41.879472352,-87.625688606,POINT (-87.6256886059 41.87947235235),41.870769,-87.625734,POINT (-87.625734 41.870769)
25962477,12/31/2019 05:34:12 PM,12/31/2019 05:51:52 PM,741,1060,39,Wabash Ave & Adams St,142,McClurg Ct & Erie St,Subscriber,Male,1983,41.879472352,-87.625688606,POINT (-87.6256886059 41.87947235235),41.894503,-87.617854,POINT (-87.617854 41.894503)
25962476,12/31/2019 05:33:48 PM,12/31/2019 05:39:16 PM,755,328,325,Clark St & Winnemac Ave,344,Ravenswood Ave & Lawrence Ave,Subscriber,Male,1994,41.97334,-87.66778,POINT (-87.66778 41.97334),41.96909,-87.674237,POINT (-87.674237 41.96909)
25962475,12/31/2019 05:33:07 PM,12/31/2019 05:54:09 PM,5996,1261,673,Lincoln Park Conservatory,145,Mies van der Rohe Way & Chestnut St,Subscriber,Female,1978,41.923931311,-87.635824531,POINT (-87.635824531317 41.923931311366),41.898586651,-87.621915226,POINT (-87.6219152258 41.8985866514)
25962474,12/31/2019 05:32:59 PM,12/31/2019 05:37:32 PM,3826,273,117,Wilton Ave & Belmont Ave,300,Broadway & Barry Ave,Subscriber,Male,1985,41.94018,-87.65304,POINT (-87.65304 41.94018),41.937725,-87.644095,POINT (-87.644095 41.937725)
25962473,12/31/2019 05:31:10 PM,12/31/2019 05:34:39 PM,4078,209,329,Lake Shore Dr & Diversey Pkwy,157,Lake Shore Dr & Wellington Ave,Subscriber,Male,1949,41.932588,-87.636427,POINT (-87.636427 41.932588),41.936688449,-87.636829019,POINT (-87.636829018593 41.9366884495)
25962472,12/31/2019 05:30:23 PM,12/31/2019 05:35:11 PM,1093,287,110,Dearborn St & Erie St,44,State St & Randolph St,Subscriber,Male,1989,41.893992,-87.629318,POINT (-87.629318 41.893992),41.884730201,-87.627733569,POINT (-87.6277335692 41.8847302006)
25962470,12/31/2019 05:30:06 PM,12/31/2019 05:54:59 PM,1494,1492,4,Burnham Harbor,265,Cottage Grove Ave & Oakwood Blvd,Subscriber,Male,1987,41.856268,-87.613348,POINT (-87.613348 41.856268),41.822985,-87.6071,POINT (-87.6071 41.822985)
25962469,12/31/2019 05:30:01 PM,12/31/2019 05:34:39 PM,1438,278,621,Aberdeen St & Randolph St,198,Green St & Madison St,Subscriber,Male,1995,41.884114,-87.654264,POINT (-87.654264 41.884114),41.881892,-87.648789,POINT (-87.648789 41.881892)
25962466,12/31/2019 05:29:56 PM,12/31/2019 05:34:37 PM,3882,280,621,Aberdeen St & Randolph St,198,Green St & Madison St,Subscriber,Female,1989,41.884114,-87.654264,POINT (-87.654264 41.884114),41.881892,-87.648789,POINT (-87.648789 41.881892)
25962467,12/31/2019 05:29:52 PM,12/31/2019 05:33:29 PM,2375,217,303,Broadway & Cornelia Ave,254,Pine Grove Ave & Irving Park Rd,Subscriber,Male,1992,41.945529,-87.646439,POINT (-87.646439 41.945529),41.954383,-87.648043,POINT (-87.648043 41.954383)
25962465,12/31/2019 05:29:45 PM,12/31/2019 05:45:02 PM,4678,917,284,Michigan Ave & Jackson Blvd,212,Wells St & Hubbard St,Subscriber,Male,1968,41.87785,-87.62408,POINT (-87.62408 41.87785),41.889906,-87.634266,POINT (-87.634266 41.889906)
25962464,12/31/2019 05:29:36 PM,12/31/2019 05:44:27 PM,2318,890,37,Dearborn St & Adams St,35,Streeter Dr & Grand Ave,Subscriber,Male,1948,41.879356359,-87.629791036,POINT (-87.6297910363 41.8793563587),41.892278,-87.612043,POINT (-87.612043 41.892278)
25962463,12/31/2019 05:29:24 PM,12/31/2019 05:35:01 PM,1964,337,128,Damen Ave & Chicago Ave,374,Western Ave & Walton St,Subscriber,Male,1992,41.895769,-87.67722,POINT (-87.67722 41.895769),41.898417689,-87.686596016,POINT (-87.6865960164 41.89841768945)
25962462,12/31/2019 05:29:08 PM,12/31/2019 05:37:41 PM,1061,513,294,Broadway & Berwyn Ave,251,Clarendon Ave & Leland Ave,Subscriber,Male,1969,41.978353,-87.659753,POINT (-87.659753 41.978353),41.967968,-87.650001,POINT (-87.650001 41.967968)
25962461,12/31/2019 05:28:35 PM,12/31/2019 05:51:51 PM,1927,1395,331,Halsted St & Clybourn Ave,347,Ashland Ave & Grace St,Subscriber,Male,1986,41.909668,-87.648128,POINT (-87.648128 41.909668),41.950687,-87.6687,POINT (-87.6687 41.950687)
25962460,12/31/2019 05:28:19 PM,12/31/2019 05:47:15 PM,5015,1136,47,State St & Kinzie St,30,Ashland Ave & Augusta Blvd,Subscriber,Female,1992,41.889187,-87.627754,POINT (-87.627754 41.889187),41.899643,-87.6677,POINT (-87.6677 41.899643)
25962459,12/31/2019 05:28:09 PM,12/31/2019 05:41:59 PM,4347,829,211,St. Clair St & Erie St,321,Wabash Ave & 9th St,Subscriber,Male,1985,41.894448,-87.622663,POINT (-87.622663 41.894448),41.870769,-87.625734,POINT (-87.625734 41.870769)
25962458,12/31/2019 05:27:01 PM,12/31/2019 05:28:48 PM,2153,107,133,Kingsbury St & Kinzie St,212,Wells St & Hubbard St,Subscriber,Male,1980,41.889176833,-87.638505772,POINT (-87.6385057718 41.88917683258),41.889906,-87.634266,POINT (-87.634266 41.889906)
25962457,12/31/2019 05:26:22 PM,12/31/2019 05:50:10 PM,1213,1428,242,Damen Ave & Leland Ave,592,Knox Ave & Montrose Ave,Subscriber,Male,1974,41.967094,-87.679028,POINT (-87.679028 41.967094),41.960631,-87.745359,POINT (-87.745359 41.960631)
25962456,12/31/2019 05:25:31 PM,12/31/2019 05:27:56 PM,1190,144,41,Federal St & Polk St,624,Dearborn St & Van Buren St,Subscriber,Male,1987,41.872077633,-87.629543773,POINT (-87.6295437729 41.87207763285),41.876268,-87.629155,POINT (-87.629155 41.876268)
25962455,12/31/2019 05:24:49 PM,12/31/2019 05:27:08 PM,2111,139,638,Clinton St & Jackson Blvd,107,Desplaines St & Jackson Blvd,Subscriber,Male,1993,41.87811603,-87.639838457,POINT (-87.639838457108 41.878116030105),41.878287,-87.643909,POINT (-87.643909 41.878287)
25962454,12/31/2019 05:24:39 PM,12/31/2019 05:31:57 PM,2022,438,624,Dearborn St & Van Buren St,38,Clark St & Lake St,Subscriber,Female,1996,41.876268,-87.629155,POINT (-87.629155 41.876268),41.886020828,-87.630876058,POINT (-87.6308760584 41.88602082773)
25962452,12/31/2019 05:24:01 PM,12/31/2019 05:39:19 PM,5590,917,626,Delano Ct & Roosevelt Rd,205,Paulina St & 18th St,Subscriber,Male,1989,41.867491,-87.63219,POINT (-87.63219 41.867491),41.857901,-87.668745,POINT (-87.668745 41.857901)
25962453,12/31/2019 05:23:57 PM,12/31/2019 05:29:18 PM,4941,321,232,Pine Grove Ave & Waveland Ave,334,Lake Shore Dr & Belmont Ave,Subscriber,Male,1990,41.949275,-87.646303,POINT (-87.646303 41.949275),41.940775,-87.639192,POINT (-87.639192 41.940775)
25962451,12/31/2019 05:23:38 PM,12/31/2019 05:29:59 PM,6325,380,3,Shedd Aquarium,59,Wabash Ave & Roosevelt Rd,Subscriber,Male,1986,41.867225957,-87.61535539,POINT (-87.6153553902 41.86722595682),41.867227,-87.625961,POINT (-87.625961 41.867227)
25962450,12/31/2019 05:23:16 PM,12/31/2019 05:26:03 PM,4101,166,525,Glenwood Ave & Touhy Ave,447,Glenwood Ave & Morse Ave,Subscriber,Male,1982,42.012701,-87.666058,POINT (-87.666058 42.012701),42.007971923,-87.665502394,POINT (-87.6655023944 42.00797192287)
25962449,12/31/2019 05:23:03 PM,12/31/2019 05:47:22 PM,1346,1458,594,Western Blvd & 48th Pl,551,Hoyne Ave & 47th St,Subscriber,Female,1987,41.805661,-87.683392,POINT (-87.683392 41.805661),41.808227,-87.67718,POINT (-87.67718 41.808227)
25962447,12/31/2019 05:22:10 PM,12/31/2019 05:39:11 PM,3405,1020,153,Southport Ave & Wellington Ave,118,Sedgwick St & North Ave,Subscriber,Male,1975,41.935733,-87.663576,POINT (-87.663576 41.935733),41.911386,-87.638677,POINT (-87.638677 41.911386)
25962448,12/31/2019 05:22:09 PM,12/31/2019 05:29:59 PM,3016,470,142,McClurg Ct & Erie St,196,Cityfront Plaza Dr & Pioneer Ct,Subscriber,Male,1997,41.894503,-87.617854,POINT (-87.617854 41.894503),41.890573,-87.622072,POINT (-87.622072 41.890573)
